Nombre,Plataforma,Año,Género,Compañía,USA,Europa,Japón,Otros
Fight Night Round 2,Nintendo GameCube,2005,Fighting,Electronic Arts,0.13,0.03,0.0,0.0
Disney's Atlantis: The Lost Empire,PlayStation,2001,Platform,Sony Computer Entertainment,0.1,0.07,0.0,0.01
Power Pro Kun Pocket,Nintendo Game Boy,1999,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0
The King of Fighters '97,Sega Saturn,1998,Fighting,SNK,0.0,0.0,0.17,0.0
Tamagotchi no Narikiri Challenge,Nintendo Dual Screen,2010,Action,Namco Bandai Games,0.0,0.0,0.17,0.0
Madden NFL 17,Xbox360,2016,Sports,Electronic Arts,0.14,0.02,0.0,0.02
Jewel Match,Nintendo Dual Screen,2010,Puzzle,PlayV,0.05,0.11,0.0,0.02
Space Battleship Yamato: Harukanaru Hoshi Iscandar,PlayStation,1999,Strategy,Namco Bandai Games,0.0,0.0,0.16,0.01
Lost in Blue 3,Nintendo Dual Screen,2007,Adventure,Konami Digital Entertainment,0.09,0.02,0.06,0.01
Sound Novel Evolution 1: Otogirisou Sosei-Hen,PlayStation,1999,Adventure,ChunSoft,0.0,0.0,0.16,0.01
Stormrise,PlayStation3,2009,Strategy,Sega,0.13,0.02,0.0,0.02
Psi-Ops: The Mindgate Conspiracy,Xbox,2004,Shooter,Midway Games,0.13,0.04,0.0,0.01
X-Men: The Official Game,Xbox360,2006,Action,Activision,0.16,0.0,0.0,0.01
SWAT: Global Strike Team,Xbox,2003,Shooter,Vivendi Games,0.13,0.04,0.0,0.01
Horrid Henry: Missions of Mischief,Nintendo Dual Screen,2010,Adventure,SouthPeak Games,0.01,0.14,0.0,0.02
Cabela's Legendary Adventures,PlayStation Portable,2008,Sports,Activision,0.16,0.0,0.0,0.02
Pictionary,Nintendo Dual Screen,2010,Puzzle,THQ,0.09,0.06,0.0,0.02
Hitman: HD Trilogy,Xbox360,2013,Action,Square Enix,0.07,0.08,0.0,0.02
MX World Tour Featuring Jamie Little,PlayStation2,2005,Racing,Play It,0.08,0.07,0.0,0.02
Goblin Commander: Unleash the Horde,PlayStation2,2003,Strategy,Jaleco,0.08,0.07,0.0,0.02
uDraw Studio: Instant Artist,Nintendo Wii,2011,Misc,THQ,0.06,0.09,0.0,0.02
Hello Kitty: Happy Party Pals,Game Boy Advance,2005,Misc,THQ,0.12,0.05,0.0,0.0
Jikkyou Powerful Pro Baseball 2016,PlayStation4,2016,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0
Backyard NFL Football '09,PlayStation2,2008,Sports,Atari,0.08,0.07,0.0,0.02
World Destruction League: Thunder Tanks,PlayStation2,2000,Action,3DO,0.08,0.07,0.0,0.02
Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,Ubisoft,0.05,0.1,0.0,0.02
Backyard Baseball '10,PlayStation2,2009,Sports,Atari,0.08,0.07,0.0,0.02
Resident Evil Director's Cut: Dual Shock Edition,PlayStation,1997,Action,Capcom,0.0,0.0,0.16,0.01
Broken Sword: Shadows of the Templars - The Director's Cut,Nintendo Dual Screen,2009,Adventure,Ubisoft,0.07,0.08,0.0,0.02
PlayStation Move Heroes,PlayStation3,2011,Platform,Sony Computer Entertainment,0.08,0.06,0.0,0.03
The King of Fighters '95,PlayStation,1996,Fighting,Sony Computer Entertainment,0.0,0.0,0.16,0.01
RoadKill,PlayStation2,2003,Action,Midway Games,0.08,0.07,0.0,0.02
Hanjuku Eiyuu Tai 3D,PlayStation2,2003,Role-Playing,Square Enix,0.0,0.0,0.17,0.0
.hack//G.U. Vol.3//Redemption,PlayStation2,2007,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0
Super Robot Taisen Compact 2 Dai-1-Bu,WonderSwan,2000,Strategy,Namco Bandai Games,0.0,0.0,0.17,0.0
Looney Tunes: Back in Action,Nintendo GameCube,2003,Platform,Warner Bros. Interactive Entertainment,0.13,0.03,0.0,0.0
Marvel Super Hero Squad: The Infinity Gauntlet,PlayStation3,2010,Action,THQ,0.12,0.03,0.0,0.02
The Chronicles of Narnia: Prince Caspian,PlayStation3,2008,Action,Disney Interactive Studios,0.14,0.01,0.0,0.02
Tak: The Great Juju Challenge,Game Boy Advance,2005,Platform,THQ,0.12,0.05,0.0,0.0
Yu-Gi-Oh! Zexal World Duel Carnival,Nintendo 3DS,2013,Misc,Konami Digital Entertainment,0.0,0.08,0.08,0.01
SingStar Motown,PlayStation3,2009,Misc,Sony Computer Entertainment,0.0,0.15,0.0,0.02
Macross Ultimate Frontier,PlayStation Portable,2009,Action,Namco Bandai Games,0.0,0.0,0.17,0.0
Top Spin 2,Xbox360,2006,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01
Hunter: The Reckoning Redeemer,Xbox,2003,Action,Interplay,0.13,0.04,0.0,0.01
Age of Empires III: Complete Collection,PC,2009,Strategy,Microsoft Game Studios,0.01,0.12,0.0,0.03
Captain America: Super Soldier,Xbox360,2011,Action,Sega,0.11,0.05,0.0,0.01
Tokyo Xtreme Racer,Sega Dreamcast,1999,Racing,Genki,0.0,0.0,0.17,0.0
Fighter Maker,PlayStation,1998,Fighting,Agetec,0.05,0.04,0.07,0.01
Danganronpa 2: Goodbye Despair,PlayStation Vita,2014,Misc,Nippon Ichi Software,0.08,0.05,0.0,0.04
Thief: Deadly Shadows,Xbox,2004,Action,Eidos Interactive,0.13,0.04,0.0,0.01
Monkey Island: Special Edition Collection,PC,2011,Adventure,LucasArts,0.0,0.14,0.0,0.03
MotoGP 10/11,PlayStation3,2011,Racing,Capcom,0.04,0.1,0.0,0.03
NBA 09: The Inside,PlayStation Portable,2008,Sports,Sony Computer Entertainment,0.16,0.0,0.0,0.01
Batman Begins,Game Boy Advance,2005,Action,Electronic Arts,0.12,0.05,0.0,0.0
Mercury Meltdown Revolution,Nintendo Wii,2007,Action,Ignition Entertainment,0.16,0.0,0.0,0.01
Glover,PlayStation,1999,Platform,Atari,0.09,0.06,0.0,0.01
Country Dance: All Stars,Xbox360,2012,Action,GameMill Entertainment,0.16,0.0,0.0,0.01
Let's TAP,Nintendo Wii,2008,Misc,Sega,0.08,0.06,0.01,0.02
Mahjong Fight Club,PlayStation Portable,2004,Misc,Konami Digital Entertainment,0.0,0.0,0.17,0.0
Turok 3: Shadow of Oblivion,Nintendo 64,2000,Shooter,Acclaim Entertainment,0.12,0.05,0.0,0.0
Bomberman 64: The Second Attack!,Nintendo 64,1999,Adventure,Hudson Soft,0.05,0.01,0.11,0.0
World Driver Championship,Nintendo 64,1999,Racing,Midway Games,0.14,0.03,0.0,0.0
The Lord of the Rings: Aragorn's Quest,PlayStation3,2010,Action,Warner Bros. Interactive Entertainment,0.1,0.04,0.0,0.02
Spawn: Armageddon,Xbox,2003,Action,Electronic Arts,0.13,0.04,0.0,0.01
Project X Zone 2: Brave New World,Nintendo 3DS,2015,Role-Playing,Namco Bandai Games,0.05,0.03,0.08,0.01
PokÃ©mon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,Game Boy Advance,2004,Misc,Nintendo,0.12,0.05,0.0,0.0
Major League Baseball 2K9,PlayStation2,2009,Sports,Spike,0.08,0.06,0.0,0.02
Gundam Assault Survive,PlayStation Portable,2010,Action,Namco Bandai Games,0.0,0.0,0.17,0.0
Bee Movie Game,Xbox360,2007,Action,Activision,0.16,0.0,0.0,0.01
Luxor 3,Nintendo Wii,2008,Puzzle,Mumbo Jumbo,0.16,0.0,0.0,0.01
Disney TH!NK Fast: The Ultimate Trivia Showdown,PlayStation2,2008,Misc,Disney Interactive Studios,0.08,0.06,0.0,0.02
Jikkyou Powerful Pro Yakyuu 2013,PlayStation Portable,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0
Fate/Stay Night [RÃ©alta Nua],PlayStation2,2007,Adventure,Kadokawa Shoten,0.0,0.0,0.17,0.0
Disney's Home on the Range,Game Boy Advance,2004,Action,Disney Interactive Studios,0.12,0.04,0.0,0.0
The Rise of the Argonauts,Xbox360,2008,Role-Playing,Codemasters,0.03,0.12,0.0,0.01
Conception II: Children of the Seven Stars,PlayStation Vita,2013,Role-Playing,Screenlife,0.1,0.0,0.04,0.03
Deus Ex: Mankind Divided,Xbox One,2016,Role-Playing,Square Enix,0.09,0.06,0.0,0.01
Space Griffon VF-9,PlayStation,1995,Role-Playing,Panther Software,0.02,0.02,0.12,0.01
Professor Heinz Wolff's Gravity,Nintendo Wii,2008,Puzzle,Deep Silver,0.04,0.12,0.0,0.02
.hack//G.U. Vol.1//Rebirth,PlayStation2,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0
Transformers: Dark of the Moon,Nintendo Wii,2011,Action,Activision,0.09,0.06,0.0,0.02
FaceBreaker,PlayStation3,2008,Fighting,Electronic Arts,0.13,0.02,0.0,0.02
Star Wars: Battlefront II,PC,2005,Shooter,LucasArts,0.02,0.13,0.0,0.02
Michael Jackson: The Experience 3D,Nintendo 3DS,2011,Misc,Ubisoft,0.13,0.03,0.0,0.01
Gyakuten Saiban 3,Game Boy Advance,2004,Adventure,Capcom,0.0,0.0,0.16,0.0
Digimon Story: Cyber Sleuth,PlayStation Vita,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0
Gallop Racer 2001,PlayStation2,2001,Sports,Tecmo Koei,0.05,0.04,0.06,0.01
Hellboy: The Science of Evil,PlayStation3,2008,Action,Konami Digital Entertainment,0.13,0.02,0.0,0.02
Nightmare Creatures II,PlayStation,2000,Action,Konami Digital Entertainment,0.09,0.06,0.0,0.01
MotoGP 09/10,Xbox360,2010,Racing,Capcom,0.07,0.09,0.0,0.02
Bratz Kidz,Nintendo Wii,2008,Misc,Game Factory,0.16,0.0,0.0,0.01
N3 II: Ninety-Nine Nights,Xbox360,2010,Action,Microsoft Game Studios,0.06,0.06,0.04,0.01
Catwoman,PlayStation2,2004,Action,Electronic Arts,0.08,0.06,0.0,0.02
Garfield: Lasagna World Tour,PlayStation2,2007,Action,Blast! Entertainment Ltd,0.08,0.06,0.0,0.02
Bomberman B-Daman,Super Nintendo Entertainment System,1996,Shooter,Hudson Soft,0.0,0.0,0.17,0.0
Monsters vs. Aliens,Xbox360,2009,Action,Activision,0.12,0.03,0.0,0.01
Beat Down: Fists of Vengeance,PlayStation2,2005,Action,Capcom,0.04,0.03,0.09,0.01
World Destruction League: Thunder Tanks,PlayStation,2000,Action,3DO,0.09,0.06,0.0,0.01
Terminator 3: The Redemption,PlayStation2,2004,Shooter,Atari,0.08,0.06,0.0,0.02
Reloaded,PlayStation,1996,Action,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01
Anarchy Reigns,Xbox360,2012,Action,Sega,0.12,0.02,0.02,0.01
SSX On Tour,Nintendo GameCube,2005,Sports,Electronic Arts,0.13,0.03,0.0,0.0
Bladestorm: Nightmare,PlayStation4,2015,Action,Tecmo Koei,0.08,0.04,0.03,0.02
Fairytale Fights,Xbox360,2009,Action,Playlogic Game Factory,0.14,0.02,0.0,0.01
LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,0.01
Hot Wheels: Beat That!,Xbox360,2007,Racing,Activision,0.15,0.0,0.0,0.01
Ashes Cricket 2009,PlayStation3,2009,Sports,Codemasters,0.0,0.15,0.0,0.01
James Bond 007: Everything or Nothing,Game Boy Advance,2003,Shooter,Electronic Arts,0.12,0.04,0.0,0.0
Naruto Shippuden: Ultimate Ninja 5,PlayStation2,2007,Fighting,Namco Bandai Games,0.0,0.0,0.17,0.0
Shrek Extra Large,Nintendo GameCube,2002,Platform,TDK Mediactive,0.13,0.03,0.0,0.0
Final Fantasy V,PlayStation,1998,Role-Playing,SquareSoft,0.0,0.0,0.16,0.01
World Tour Soccer 2006,PlayStation2,2004,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02
Gunvalkyrie,Xbox,2002,Shooter,Infogrames,0.13,0.04,0.0,0.01
Camp Rock: The Final Jam,Nintendo Dual Screen,2010,Misc,Disney Interactive Studios,0.14,0.02,0.0,0.01
NickToons: Racing,PlayStation,2001,Racing,Hasbro Interactive,0.09,0.06,0.0,0.01
Jillian Michaels Fitness Ultimatum 2011,Nintendo Wii,2010,Sports,D3Publisher,0.16,0.0,0.0,0.01
VR Golf '97,PlayStation,1996,Sports,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01
State of Emergency,Xbox,2003,Action,Take-Two Interactive,0.13,0.04,0.0,0.01
Off-World Interceptor Extreme,PlayStation,1995,Racing,Crystal Dynamics,0.09,0.06,0.0,0.01
Sumikko Gurashi: Koko ga Ochitsukundesu,Nintendo 3DS,2014,Action,Nippon Columbia,0.0,0.0,0.17,0.0
Disney Golf,PlayStation2,2002,Sports,Electronic Arts,0.07,0.06,0.02,0.02
The Naked Brothers Band: The Video Game,PlayStation2,2008,Misc,THQ,0.08,0.06,0.0,0.02
Fuzion Frenzy 2,Xbox360,2007,Misc,Microsoft Game Studios,0.14,0.01,0.0,0.01
Demon Gaze,PlayStation Vita,2013,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.02
Clock Tower II: The Struggle Within,PlayStation,1998,Adventure,Human Entertainment,0.02,0.01,0.12,0.01
Batman Beyond: Return of the Joker,PlayStation,2000,Action,Ubisoft,0.09,0.06,0.0,0.01
My French Coach,Nintendo Dual Screen,2007,Misc,Ubisoft,0.14,0.01,0.0,0.01
Backyard NFL Football '10,Nintendo Wii,2009,Sports,Atari,0.16,0.0,0.0,0.01
CSI: Fatal Conspiracy,Xbox360,2010,Adventure,Ubisoft,0.11,0.04,0.0,0.01
Mega Man Network Transmission,Nintendo GameCube,2003,Platform,Capcom,0.13,0.03,0.0,0.0
Densetsu no Stafi 4,Nintendo Dual Screen,2006,Platform,Nintendo,0.0,0.0,0.17,0.0
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PlayStation2,2008,Role-Playing,Atlus,0.0,0.0,0.17,0.0
Fairytale Fights,PlayStation3,2009,Action,Playlogic Game Factory,0.11,0.03,0.0,0.02
How to Train Your Dragon 2,Xbox360,2014,Adventure,Little Orbit,0.05,0.1,0.0,0.01
Tokimeki Memorial: Private Collection,PlayStation,1996,Misc,Konami Digital Entertainment,0.0,0.0,0.16,0.01
Magical Starsign (US sales),Nintendo Dual Screen,2006,Role-Playing,Nintendo,0.14,0.02,0.0,0.0
RC Revenge Pro,PlayStation2,2000,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02
G-Force,Xbox360,2009,Action,Disney Interactive Studios,0.11,0.05,0.0,0.01
Surf's Up,Nintendo Wii,2007,Sports,Ubisoft,0.15,0.0,0.0,0.01
Buzz! Brain of the UK,PlayStation3,2009,Misc,Sony Computer Entertainment,0.0,0.15,0.0,0.01
Backyard Wrestling: Don't Try This at Home,Xbox,2003,Fighting,Eidos Interactive,0.13,0.04,0.0,0.01
Gauntlet: Dark Legacy,Xbox,2002,Action,Midway Games,0.13,0.04,0.0,0.01
Far East of Eden II: Manji Maru,PlayStation2,2003,Role-Playing,Hudson Soft,0.0,0.0,0.17,0.0
Time and Eternity,PlayStation3,2012,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02
Lost Kingdoms,Nintendo GameCube,2002,Role-Playing,Activision,0.1,0.02,0.04,0.0
Brunswick Cosmic Bowling,Nintendo Wii,2010,Sports,GameMill Entertainment,0.16,0.0,0.0,0.01
Pursuit Force: Extreme Justice,PlayStation Portable,2007,Action,Sony Computer Entertainment,0.07,0.06,0.0,0.03
Disney Sing It: Family Hits,PlayStation3,2010,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.02
Matchbox Cross Town Heroes,Game Boy Advance,2002,Racing,THQ,0.12,0.04,0.0,0.0
The Cursed Crusade,PlayStation3,2011,Action,DTP Entertainment,0.07,0.06,0.01,0.03
Ridge Racer Unbounded,PlayStation3,2012,Racing,Namco Bandai Games,0.05,0.09,0.0,0.03
Wolfenstein 3D,Game Boy Advance,2002,Shooter,BAM! Entertainment,0.12,0.04,0.0,0.0
Nobunaga no Yabou: Tenshoki,Super Nintendo Entertainment System,1996,Strategy,Tecmo Koei,0.0,0.0,0.17,0.0
NHL 07,PlayStation Portable,2006,Sports,Electronic Arts,0.13,0.02,0.0,0.02
I'm A Celebrity: Get Me Out of Here!,Nintendo Wii,2009,Misc,Mindscape,0.0,0.16,0.0,0.01
Dementium: The Ward,Nintendo Dual Screen,2007,Shooter,SouthPeak Games,0.15,0.01,0.0,0.01
Mobile Suit Gundam: Extreme VS Force,PlayStation Vita,2015,Action,Namco Bandai Games,0.0,0.0,0.17,0.0
Dragon Quest X,Nintendo 3DS,2014,Role-Playing,Square Enix,0.0,0.0,0.17,0.0
Learning to Spell,Nintendo Dual Screen,2010,Misc,505 Games,0.16,0.0,0.0,0.01
TRON: Evolution,Nintendo Dual Screen,2010,Action,Disney Interactive Studios,0.11,0.04,0.0,0.01
Sudoku Gridmaster,Nintendo Dual Screen,2006,Puzzle,Nintendo,0.13,0.02,0.0,0.01
NASCAR '14,Xbox360,2014,Racing,Deep Silver,0.15,0.0,0.0,0.02
Super Power League,Super Nintendo Entertainment System,1993,Sports,Hudson Soft,0.0,0.0,0.17,0.0
Bakugan Battle Brawlers: Defenders of the Core,PlayStation3,2010,Action,Activision,0.14,0.01,0.0,0.02
Green Lantern: Rise of the Manhunters,PlayStation3,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0.0,0.02
Street Fighter Alpha 2,Super Nintendo Entertainment System,1996,Fighting,Nintendo,0.0,0.0,0.17,0.0
25 to Life,Xbox,2006,Shooter,Eidos Interactive,0.12,0.04,0.0,0.01
Squeeballs Party,Nintendo Dual Screen,2009,Puzzle,Performance Designed Products,0.15,0.0,0.0,0.01
Naval Assault: The Killing Tide,Xbox360,2010,Simulation,505 Games,0.08,0.07,0.0,0.02
NASCAR '15,Xbox360,2015,Sports,Deep Silver,0.15,0.0,0.0,0.02
NCAA Basketball 09,PlayStation3,2008,Sports,Electronic Arts,0.15,0.0,0.0,0.01
Sega Superstars,PlayStation2,2004,Misc,Sega,0.08,0.06,0.0,0.02
MLB 11: The Show,PlayStation Portable,2011,Sports,Sony Computer Entertainment,0.15,0.0,0.0,0.02
Bomberman Land,Nintendo Wii,2007,Misc,Rising Star Games,0.11,0.01,0.03,0.01
Ringling Bros. and Barnum & Bailey: Circus Friends,Nintendo Dual Screen,2009,Action,Take-Two Interactive,0.15,0.0,0.0,0.01
Midway Arcade Treasures,Nintendo GameCube,2003,Misc,Midway Games,0.13,0.03,0.0,0.0
Leisure Suit Larry: Magna Cum Laude,Xbox,2004,Adventure,Vivendi Games,0.12,0.04,0.0,0.01
Mousetrap / Operation / Simon,Game Boy Advance,2005,Misc,DSI Games,0.12,0.04,0.0,0.0
Pac-Man World 3,Nintendo Dual Screen,2005,Platform,Namco Bandai Games,0.15,0.0,0.0,0.01
Shawn Johnson Gymnastics,Nintendo Wii,2010,Sports,Zoo Games,0.16,0.0,0.0,0.01
NBA 09: The Inside,PlayStation2,2008,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02
One Piece: Pirate Warriors 3,PlayStation Vita,2015,Action,Namco Bandai Games,0.0,0.03,0.13,0.01
Jikkyou Powerful Pro Yakyuu 2014,PlayStation3,2014,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0
Resident Evil,Sega Saturn,1997,Action,Capcom,0.0,0.0,0.17,0.0
TOEIC Test Training DS,Nintendo Dual Screen,2007,Misc,IE Institute,0.0,0.0,0.17,0.0
Itoi Shigesato no Bass Tsuri No. 1,Super Nintendo Entertainment System,1997,Sports,Nintendo,0.0,0.0,0.17,0.0
ZhuZhu Puppies,Nintendo Dual Screen,2011,Simulation,Activision,0.12,0.03,0.0,0.01
Cubivore: Survival of the Fittest,Nintendo GameCube,2002,Adventure,Nintendo,0.01,0.0,0.15,0.0
7th Dragon III Code: VFD,Nintendo 3DS,2015,Role-Playing,Sega,0.04,0.0,0.12,0.0
FlatOut,Xbox,2004,Racing,Empire Interactive,0.12,0.04,0.0,0.01
Chaotic: Shadow Warriors,PlayStation3,2009,Action,Activision,0.15,0.0,0.0,0.02
Mr. Do!'s Castle,Atari 2600,1983,Action,Parker Bros.,0.15,0.01,0.0,0.0
Death Trap,Atari 2600,1982,Action,Avalon Interactive,0.15,0.01,0.0,0.0
Armor Ambush,Atari 2600,1981,Action,Mattel Interactive,0.15,0.01,0.0,0.0
Parodius,Sega Saturn,1995,Shooter,Konami Digital Entertainment,0.0,0.0,0.16,0.0
Easy Piano,Nintendo Dual Screen,2009,Misc,Game Life,0.04,0.11,0.0,0.02
Blood Bowl,Xbox360,2009,Sports,Focus Home Interactive,0.13,0.02,0.0,0.01
Taz Wanted,PlayStation2,2002,Platform,Atari,0.08,0.06,0.0,0.02
Far Cry: Primal,PC,2016,Action,Ubisoft,0.04,0.11,0.0,0.01
Sid Meier's Civilization IV,PC,2005,Strategy,Take-Two Interactive,0.02,0.12,0.0,0.03
Zoo Keeper,Nintendo Dual Screen,2004,Puzzle,Ignition Entertainment,0.1,0.01,0.05,0.01
Phantasy Star Online 2,PlayStation Vita,2013,Role-Playing,Sega,0.0,0.0,0.16,0.0
Vehicular Combat League presents Motor Mayhem,PlayStation2,2001,Racing,Atari,0.08,0.06,0.0,0.02
Chuck E. Cheese's Party Games,Nintendo Wii,2010,Misc,UFO Interactive,0.15,0.0,0.0,0.01
Pursuit Force,PlayStation Portable,2005,Racing,Sony Computer Entertainment,0.14,0.01,0.0,0.01
PoPoLoCrois: Hajimari no Bouken,PlayStation2,2002,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.16,0.0
Star Wars: Super Bombad Racing,PlayStation2,2001,Racing,LucasArts,0.08,0.06,0.0,0.02
TransFormers Animated: The Game,Nintendo Dual Screen,2008,Action,Activision,0.15,0.0,0.0,0.01
Hamster Heroes,Nintendo Wii,2008,Puzzle,Popcorn Arcade,0.16,0.0,0.0,0.0
Hot Wheels Velocity X,Game Boy Advance,2002,Racing,THQ,0.12,0.04,0.0,0.0
Driver: San Francisco,Nintendo Wii,2011,Racing,Ubisoft,0.06,0.09,0.0,0.02
Alien Resurrection,PlayStation,2000,Shooter,Fox Interactive,0.09,0.06,0.0,0.01
World Tour Soccer 2005,PlayStation2,2004,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02
Disney Friends,Nintendo Dual Screen,2007,Simulation,Disney Interactive Studios,0.12,0.03,0.0,0.01
ESPN College Hoops,PlayStation2,2003,Sports,Sega,0.08,0.06,0.0,0.02
Dengeki Bunko Fighting Climax,PlayStation3,2014,Fighting,Sega,0.05,0.0,0.09,0.01
F1 Championship Season 2000,PlayStation2,2000,Racing,Electronic Arts,0.06,0.05,0.03,0.02
Leisure Suit Larry: Box Office Bust,Xbox360,2009,Adventure,Codemasters,0.14,0.01,0.0,0.01
Pen 1 Grand Prix: Penguin no Mondai Special,Nintendo Dual Screen,2009,Fighting,Konami Digital Entertainment,0.0,0.0,0.16,0.0
Robotech: Battlecry,Nintendo GameCube,2002,Shooter,TDK Mediactive,0.13,0.03,0.0,0.0
Zapper: One Wicked Cricket!,PlayStation2,2002,Platform,Infogrames,0.08,0.06,0.0,0.02
Bomberman Land,PlayStation,2000,Misc,Hudson Soft,0.0,0.0,0.15,0.01
Clash of the Titans,Xbox360,2010,Action,Namco Bandai Games,0.08,0.06,0.0,0.02
Pro Evolution Soccer 2014,PlayStation Portable,2013,Action,Konami Digital Entertainment,0.0,0.02,0.14,0.0
Paws & Claws: Pet Resort,Game Boy Advance,2006,Simulation,THQ,0.12,0.04,0.0,0.0
Kya: Dark Lineage,PlayStation2,2003,Adventure,Atari,0.08,0.06,0.0,0.02
Mirror's Edge Catalyst,Xbox One,2016,Platform,Electronic Arts,0.09,0.06,0.0,0.01
Curious George,Game Boy Advance,2006,Action,Namco Bandai Games,0.12,0.04,0.0,0.0
Lethal Skies II,PlayStation2,2003,Simulation,Sammy Corporation,0.08,0.06,0.0,0.02
F1 2011,Nintendo 3DS,2011,Racing,Codemasters,0.07,0.08,0.0,0.02
Kamaitachi no Yoru Ã 3,PlayStation2,2006,Adventure,Sega,0.0,0.0,0.16,0.0
Guilty Gear Judgment,PlayStation Portable,2006,Fighting,Majesco Entertainment,0.13,0.0,0.02,0.01
Tom and Jerry: Infurnal Escape,Game Boy Advance,2003,Action,Ubisoft,0.12,0.04,0.0,0.0
NCAA Football 09 All-Play,Nintendo Wii,2008,Sports,Electronic Arts,0.15,0.0,0.0,0.01
The Legend of Heroes VII: The Trail of Zero,PlayStation Portable,2010,Role-Playing,Falcom Corporation,0.0,0.0,0.16,0.0
Doctor Lautrec and the Forgotten Knights,Nintendo 3DS,2011,Adventure,Konami Digital Entertainment,0.07,0.05,0.03,0.01
King's Field,PlayStation,1995,Role-Playing,Sony Computer Entertainment,0.09,0.06,0.0,0.01
Let's Ride: Sunshine Stables,Game Boy Advance,2005,Sports,DTP Entertainment,0.12,0.04,0.0,0.0
World Stadium 4,PlayStation,2000,Sports,Namco Bandai Games,0.0,0.0,0.15,0.01
Disney's American Dragon Jake Long: Attack of the Dark Dragon,Nintendo Dual Screen,2006,Action,Disney Interactive Studios,0.15,0.0,0.0,0.01
Midway Arcade Treasures 2,Nintendo GameCube,2004,Misc,Midway Games,0.13,0.03,0.0,0.0
Hot Wheels World Race,Nintendo GameCube,2003,Racing,THQ,0.13,0.03,0.0,0.0
San Goku Shi Taisen DS,Nintendo Dual Screen,2007,Strategy,Sega,0.0,0.0,0.16,0.0
Monster Jam,Nintendo Wii,2007,Racing,Activision,0.15,0.0,0.0,0.01
Kawa no Nushi Tsuri,PlayStation,1998,Sports,Victor Interactive,0.0,0.0,0.15,0.01
Castlevania Judgment,Nintendo Wii,2008,Fighting,Konami Digital Entertainment,0.12,0.02,0.01,0.01
Magic: The Gathering - Battlegrounds,Xbox,2003,Strategy,Atari,0.12,0.03,0.0,0.01
N2O: Nitrous Oxide,PlayStation,1998,Racing,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01
Dancing With The Stars,PlayStation2,2007,Misc,Activision,0.08,0.06,0.0,0.02
Apache: Air Assault,Xbox360,2010,Simulation,Activision,0.12,0.03,0.0,0.01
Aliens: Infestation,Nintendo Dual Screen,2011,Action,Sega,0.09,0.05,0.0,0.02
Return to PopoloCrois: A Story of Seasons Fairytale,Nintendo 3DS,2015,Simulation,Marvelous Entertainment,0.05,0.0,0.1,0.01
Angry Birds Trilogy,PlayStation3,2012,Action,Activision,0.12,0.02,0.0,0.03
Otogirisou,Super Nintendo Entertainment System,1992,Adventure,ChunSoft,0.0,0.0,0.16,0.0
SD Gundam G Generation 3D,Nintendo 3DS,2011,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0
Crash Tag Team Racing,Nintendo GameCube,2005,Racing,Vivendi Games,0.12,0.03,0.0,0.0
El Shaddai: Ascension of the Metatron,Xbox360,2011,Action,Ignition Entertainment,0.07,0.05,0.03,0.01
NPPL: Championship Paintball 2009,PlayStation3,2008,Shooter,Activision Value,0.15,0.0,0.0,0.01
True Swing Golf,Nintendo Dual Screen,2005,Sports,Nintendo,0.11,0.0,0.04,0.01
TimeSplitters: Future Perfect,Xbox,2005,Shooter,Electronic Arts,0.12,0.03,0.0,0.01
Hannah Montana: Rock Out the Show,PlayStation Portable,2009,Misc,Disney Interactive Studios,0.13,0.01,0.0,0.02
